0,14.14610239,0
1,0,0.25
2,0,0.5
3,0,0.75
4,0,1
5,0,1.25
6,0,1.5
7,0,1.75
8,0,2
9,57.3675532,2.25
10,148.6708759,2.5
11,0,2.75
12,0,3
13,30.87276577,3.25
14,102.9925411,3.5
15,0,3.75
16,0,4
17,0,4.25
18,0,4.5
19,33.48402743,4.75
20,54.8851677,5
21,489.8645188,5.25
22,370.0827413,5.5
23,457.2822737,5.75
24,153.0679156,6
25,43.63798912,6.25
26,313.0001339,6.5
27,91.60564747,6.75
28,339.261779,7
29,411.6142359,7.25
30,425.6812921,7.5
31,687.8075867,7.75
32,648.7582926,8
33,341.9618854,8.25
34,359.3625088,8.5
35,105.4040316,8.75
36,717.0908102,9
37,630.0325512,9.25
38,112.0384806,9.5
39,243.5208849,9.75
40,399.0430273,10
41,315.0791294,10.25
42,116.6294828,10.5
43,640.5286292,10.75
44,419.4145306,11
45,365.5445514,11.25
46,505.1246456,11.5
47,237.5229434,11.75
48,246.0841712,12
49,472.4833908,12.25
50,714.2911851,12.5
51,367.7124952,12.75
52,435.8286746,13
53,582.0480528,13.25
54,181.5558685,13.5
55,582.9672506,13.75
56,313.5303605,14
57,335.317001,14.25
58,316.3191083,14.5
59,289.0090568,14.75
60,358.7499988,15
61,593.8525384,15.25
62,699.2851489,15.5
63,583.8183544,15.75
64,634.7083485,16
65,372.0501661,16.25
66,636.550216,16.5
67,376.5809365,16.75
68,670.5729896,17
69,584.4228185,17.25
70,679.6636946,17.5
71,621.6070646,17.75
72,360.8660668,18
73,890.6652795,18.25
74,435.8050859,18.5
75,541.2940795,18.75
76,308.3314607,19
77,801.4589824,19.25
78,328.6975377,19.5
79,197.7994097,19.75
80,418.0773277,20
81,377.2063377,20.25
82,566.639959,20.5
83,185.9611464,20.75
84,338.6387513,21
85,114.6788897,21.25
86,142.3978354,21.5
87,295.3344488,21.75
88,75.57095944,22
89,244.5145804,22.25
90,150.9066361,22.5
91,349.6982463,22.75
92,41.53950746,23
93,185.9903996,23.25
94,0,23.5
95,169.8848038,23.75
